start,end,text
4372.594,4373.495, They probably got it.
4373.935,4375.256,"And I was just like, oh, yeah."
4376.036,4378.298,"Oh, well, I'm going to continue with my ruse."
4378.938,4387.264,"I have, um, I've given into the idea that this year's Midnight in Paris, most people now know what happens in it."
4387.844,4389.005,But I didn't when I first saw it.
4389.025,4391.887,"And I think that that, that not knowing is a great treat."
4392.067,4393.108,"I didn't, I didn't know either."
4393.128,4393.488,Yeah.
4394.028,4398.471,"And so I still, even though I think most people know, I, I try not to talk about it just in case."
4398.611,4398.792,Yeah.
4398.932,4401.874,"Because I think it's, it's, it's worth going in not knowing."
4404.656,4410.981," And it's recent enough that I think you'll find people that don't know it, and because it's not"
4412.475,4420.763," The twist is not an unheard of thing for Woody Allen, but given the kind of movie that it starts out being, that seems like a pretty regular Woody Allen movie too."
4421.103,4421.744,"Yeah, exactly."
4421.964,4431.372,"So yeah, I think listeners, if you don't know the twist, and it's not an end of the movie twist, it's about halfway through."
4431.633,4432.794,I think it's less than halfway through.
4432.814,4434.115,I think it's... Half hour in?
4435.036,4436.357," Yeah, probably at most."
4436.377,4441.003,"I mean, it's not a very long film, so I'd probably say twenty, twenty-five minutes in is when it first happens."
4441.243,4446.069,"And I think maybe because it's not at the end of the movie twist, people have been more comfortable"
4447.819,4476.954, talking about it yeah and i guess in theory like even if you don't even if you're not looking to find out what the story is about you could even just look at the cast list and see the names of some of the characters yeah like uh... okay which is why when i if you go back uh... and i suggest you go to battleshipretention.com and look up my review from back when it came out i don't say i'm very cagey in that review about the plot when i read your review i remember i didn't i don't think i use the word cagey to myself but i i remember thinking like
4477.774,4481.682," It's kind of, I mean, I get his vibe."
4481.802,4486.191,"I understand what the film feels like and that David liked it, but I really don't."
4487.455,4514.084, know what it's about yeah and that and part of me if I think I think I do that I've this is kind of off topic but I have like forced myself because I told you when I write reviews I outline them first and now I force myself at some point to put a note in there that says plot because I found that I will often write reviews that are that and I don't know this is necessarily a bad thing but don't give any sense of what the actual story of the movie is
4514.565,4516.391," Yes, I find that I do that as well."
4516.491,4518.458,I will either give way too much plot
4519.681,4522.222," And then a paragraph of, yeah, and this is what I thought of it."
4522.803,4529.426,"Or it's just a sentence, and then it's like, and here's the absolute minutia that no one finds important."
4529.906,4544.474,"But yeah, I think Midnight in Paris is a good example of what you're talking about, and that it does, it is still, it remains a comedy throughout, so that doesn't change, but I won't say what"
4545.454,4554.524," layered on About twenty five minutes, and I won't say that but it does it very well who's funnier in the movie Michael Sheen or Adrian Brody I?"
4554.564,4555.785,Think Sheen person.
4555.805,4559.269,"I think he is too, but Adrian Brody only really has one scene."
4559.69,4563.113,"Yeah, he knocks it out of the park Yeah, it is a great scene."
4563.313,4565.656,He never struck struck me as a type that would be good at comedy
4567.523,4573.826," Well, we have to wrap up because your other co-host for your other podcast is here."
4573.846,4574.927,"I'm sorry, my ten-fifteen is here."
4576.808,4579.53,"So, well, that was a good segue."
4579.55,4584.792,"I mentioned BattleshipPretension.com, which is where you should go, as always, for reviews."
4586.033,4607.743, now that the friday before this episode came out there wasn't a whole lot coming on the theater i don't think we actually have any new reviews for that week but of course there's always uh... you know uh... features and and all the reviews and home video reviews and all that kind of stuff but um... this coming week the thirteenth there's all all kinds of stuff uh... well uh...
4608.923,4618.09," I know Lynn Ramsey's We Need to Talk About Kevin, which has been out here for a few weeks, opens much wider this Friday, so go and search for that review."
4618.431,4623.895,"We'll have a review of Thelita Lloyd's, I'm not sure if I'm saying that right, The Iron Lady."
4624.355,4625.316,We'll have a review of
4626.457,4629.458, Baltazar Kormakor's Contraband.
4631.558,4643.761,"And I mentioned the director's name specifically because I didn't realize that he directed it, and I've seen two of his Icelandic films, One on One Reykjavik, which I liked a lot, and The Sea, which I kind of liked."
4644.882,4649.143,"Anyway, so I'm weirdly interested in Contraband, which is a"
4650.163,4659.508," January release that I hadn't given any thought to until earlier today when I realized that you give any I give no thoughts to January releases I'm a little interested in haywire, but yeah, mostly."
4659.568,4659.828,"Oh, hey."
4659.848,4659.948,What?
4659.988,4660.128,Yeah.
4660.168,4672.274,"Yeah, but also Kirkwise and Jerry Charles Dale's Beauty and the Beast three D will be I will have a review of that and review of Xavier Gens the divide."
4672.314,4675.195,I think I'm looking at the guy who wrote the review right now
4677.877,4679.739," Or maybe not, maybe he wrote a different one."
4680.219,4689.649,"Oh, and then also, in the spirit of it being the beginning of this year and the end of last year, our bloggers are..."
4692.432,4695.254, It's not all going to be on the same day like it is on the AV Club.
4695.274,4695.834,"Sorry, everybody."
4696.195,4719.89,"But we're getting each of our bloggers ten favorite movies of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh, of uh"
4722.852,4745.344, uh... and so we wait until the week before the oscars when it's sort of back in everyone's minds i think that the best news of the year and uh... so we will do our top ten uh... the sunday it'll become a bit but absolute post a sunday night a week before the accident uh... other than that you can uh... always listen to the
4746.565,4775.464, Podcast from the website or on iTunes right as a review on iTunes that would help donate on the website That would really help we'd love that You can email us David a battleship retention calm or Tyler a battleship retention calm You can follow me on Twitter at the pretension or follow Tyler on Twitter at more lessons Which is the official Twitter of his other podcast more than one lesson which you can get it more than one lesson calm and you can find my other podcast the weekly television review show previously on at previously on show calm
4776.685,4780.031," All right, so hopefully everybody enjoyed this episode."
4781.093,4782.716,"Thanks for listening, and we'll get you next time."
4783.037,4783.197,Bye.
4783.378,4783.518,Bye.
