start,end,text
4604.395,4607.117," And again, those are my two of my favorite films of the year."
4607.697,4613.361,"Yeah, I had a friend who submitted a film to Sundance, and he's like, he goes, I don't think it'll be accepted, it's too small."
4613.421,4618.204,"It's like, yeah, I feel like maybe Sundance has moved away from its roots when you say the film is too small."
4618.244,4621.386,I guess that's what Slamdance is for now.
4621.626,4632.734,"So I think as you get older, but also because, to repeat what I was saying earlier, the fact that we have to talk about movies for an hour once a week with each other"
4634.122,4641.488," And so there's a sense of history of like, yeah, I can't let you get away with, not even so much I can't let you get away with it, just like, well, I know you."
4642.189,4648.253,"And so like, I know enough about you to be able to follow up with that at the very least from a personal level."
4649.755,4654.639,"But then also just having listeners and that degree of accountability, knowing full well that you could get emails back."
4655.039,4662.245,"I think it requires, I think it inspires a sense of nuance and realizing not only is there one other point of view that I'm talking to, but"
4663.846,4679.133," you know, hundreds, if not thousands of people that will email me and say, I agree, but for a completely different reason, or I disagree, but I still see what you're saying, which is basically what you say, which is like, you can see pretty much all my points about avatar."
4679.213,4679.373,Yeah.
4679.593,4680.134,And the kids are all right.
4680.434,4682.214,"But, um, no, I'm joking about that."
4682.695,4686.757,"Uh, you can see all those, but you say, but that's not what the film I think is about."
4686.777,4688.237,"And it's like, Oh, all right."
4689.058,4689.518,I think it is.
4691.445,4697.008," And I think years ago I would have been like, well, clearly this is what it's about."
4697.828,4715.837,"And so I think nuance hopefully comes with age, but also the nature of podcasting, the accountability that comes from it, the responsibility to, okay, sorry about where I'm headed, to be something of a role model."
4716.843,4727.895, okay in that we've gotten a fair number of of emails from surprisingly young listeners right fourteen fifteen that astounds me and by the way some of them
4729.318,4731.359," like, say, like, hey, I write reviews, too."
4731.7,4732.26,Here's one.
4732.36,4734.582,"And I read them like, oh, jeez, I've wasted my life."
4734.622,4738.124,This fourteen year old writes way more eloquently than I ever will.
4738.584,4743.748,"But so that's that's to say, like, it's not like I'm some kind of wise old man."
4744.228,4751.373,"But but, you know, when you have I remember back to when I was fourteen and fifteen and I didn't have anything like this."
4752.053,4755.716,I only had me and my friends and what I had and just films.
4756.296,4758.157,And there's nothing necessarily wrong with that.
4758.618,4758.798,But
4760.822,4766.394," Knowing that we have an audience that is sometimes younger is like, well, okay, I shouldn't be."
4767.461,4768.101, an asshole.
4769.201,4783.045,"If I aspire to changing the tone, which of course I don't aspire to that anymore, some delusions of grandeur there, but if that's something that I ever aspire to, then it's like, well, I need to be the one to change it."
4783.265,4784.385,I need to change my tone.
4784.805,4790.307,"And yes, I do realize I said fuck you to the listeners earlier, but not to the actual listeners, to some vague idea"
4791.127,4811.722, i'm glad you were clear though about what you meant that there are people there are listeners to whom we are role models because they've told us as much yes we don't behave as if we're role models to everyone listening i never said i was a role model david that's what celebrities say um when they do something wrong by the way i just i just wanted to clarify that we don't think that we're
4812.643,4815.144, necessarily instructive to everyone who's listening.
4815.224,4815.365,Right.
4815.445,4822.909,"No, I only say that because younger people have said like, oh, I, you know, I, I found this show and it was like, and it's like, really?"
4822.969,4824.269,That's okay.
4824.509,4837.877,"This has gone way longer than I wanted to, but there's one, uh, recent thing that I've been working on that the show and, and criticism and stuff has helped me with, but I don't even know that I'm still all the way there."
4839.057,4866.937, which is really learning to and this is a fake it before you make it take it until you make it type of thing because I do try to do this but really learning to treat to treat highbrow middlebrow and lowbrow film all as film first and not put them necessarily in in in boxes in such a way that I'll judge them by different standards
4870.276,4883.686, you know lowbrow and middlebrow art is just as vital as as highbrow maybe if you even look at the depth whatever the definition of vital means lowbrow might be the most vital
4887.236,4893.842," Uh, you know, and middle brow wins the most awards and highbrow stuff, I think maybe is the kind of stuff that doesn't get recognized."
4893.922,4895.043,It's too damn good for awards.
4895.144,4901.249,"I think, no, I think it's the kind of stuff that doesn't get widely recognized till later, if at all."
4901.57,4901.73,Yeah.
4902.35,4909.277,"Uh, but in any way, just trying, trying to not like make any."
4910.931,4933.609, excuses but for for lowbrow maybe that's why but and again you liked real steel i i i didn't hate real steel but i think a lot of people liked it more than i did and i think maybe part of that is because um there were some concessions made like just saying oh it's only trying to be this
4934.329,4935.089, Right.
4935.689,4943.732,"I'm not even sure if I would say I liked it, liked it, more just pleasantly surprised, which is kind of far."
4943.892,4946.533,"It's somewhat far from liking it, but there are parts of it that I like."
4946.913,4949.834,"And, you know, it's interesting to go along with what you're saying."
4950.914,4955.975,"The way you even phrased it, I think, denotes something, a change in you and I think in me."
4956.736,4959.916,"You say like lowbrow, middlebrown, highbrow art."
4959.936,4961.077,"You know, I'm trying to approach that."
4961.597,4961.697,OK.
4963.197,4967.326," Years ago, I think, I won't speak for you, but I'll speak for me."
4968.345,4969.086, Lowbrow is an art.
4969.886,4975.57,"You know, I mean, it's, it's literally that it's that much, just the very fact that you're saying all three of them are art."
4975.69,4976.651,That's not the question.
4977.251,4978.792,"The question is, what do we value?"
4978.892,4980.793,How do we individually value each one?
4981.374,4991.36,"And so, whereas I think years ago when I was younger and I perhaps a bit more brash, um, I think I would have, there's entire genres of film and okay."
4992.581,4993.222,Epic movie.
4993.642,4997.685,I'm not sure if I would consider that art simply because it is such a financial calculation.
4998.285,4998.75, Thank you.
4999.278,5002.24," And even that, I'm a little iffy on just saying that."
5002.921,5004.442,I could say it's bad art.
5005.223,5007.144,It is unrealized potential.
5007.644,5008.765,I could say any number of things.
5009.986,5013.949,"But years ago, I definitely would have said, like, this film is art, this film is not."
5013.989,5015.63,Real still is not art.
5016.471,5018.032,"Like, I would have said that ten years ago."
5018.572,5019.954,I might have even said it five years ago.
5020.534,5028.58,And so I think that attitude is really one of the best ones that
5030.106,5040.97," that any, that a film critic certainly, but any film student should have, which is be looking to, be looking to accept more than, you know, reject."
5042.011,5042.191,Yeah.
5042.931,5046.072,"And I think a good, a music example is helpful."
5046.092,5055.556,Keep in mind that the Ramones were a lowbrow act that were also at the forefront of one of the most important musical artistic movements of the twentieth century.
5057.517,5058.597,"And it's, yeah, it's,"
5061.252,5066.117," Critics have gotten a bad rap, and that is often as a function of critics, of what we want to do."
5066.157,5077.068,"I think there might be some, I don't think this is the case for all of them, maybe even some of them, I think in the minority, there are some that maybe aspired to certain things, as you and I did when we moved out here."
5078.169,5079.41, And then that didn't happen.
5079.631,5084.495,"And there does seem to be, for some, a general idea of like, well, screw them."
5085.316,5090.261,"You know, like I worked enough to know how a film should be and all that sort of thing."
5090.621,5095.886,"And I think, but I think that stigma has been attached to pretty much all critics."
5095.906,5102.573,"And I think the best way to, to deflect that,"
5104.23,5110.593, is to show that you are willing to go anywhere a film takes you.
5111.313,5124.538,"Now, whether the film works for you or whether the film achieves what you think it's trying to achieve, not even necessarily what the filmmaker's trying to achieve, but where the film is headed, whether it actually arrives there or not, that's up to you to decide."
5124.578,5126.819,"And if you think a film is bad, then by all means say it's bad."
5127.559,5139.302," But, but to, and we've said this a million times, to be willing to meet the film where it is at rather than require that it meets you in the one place, by the way, where you are."
5140.123,5148.665,"I think that's, I think that is the biggest thing that I've gotten out of being a film student in general, but doing this podcast."
5149.079,5172.888, yeah the the other podcast and the internet in general and the thing i was talking about like having blinders on to the rest of the podcasting world taking those off has been a big help and seeing things uh... there's a lot of a lot of internet from criticism wholly embraces uh... lowbrow art uh... lowbrow cinema uh... and i think that's fantastic you know uh... i think as i think a lot of the uh...
5174.329,5183.437," I certainly think the Sam Raimi super, or Spider-Man rather, movies would be considered lowbrow, but I mean that in the best way."
5183.497,5190.863,Whereas maybe Christian Bale's Batman stuff is a bit more middlebrow because it quote-unquote takes itself more seriously.
5190.883,5192.345,You won't even say it's Christopher Nolans.
5193.306,5214.465, uh did i what did i say christian bales oh yeah i meant christopher nolan so it's weird that i would do that yeah i always try to say the director um but i i can't remember if it was on my list when we did our top ten of the decade but nonetheless one of my favorite films of the past decade the previous decade was bong joon-ho's the host i don't think it was on your top ten
5214.685,5234.014, okay um but i do think that's an outstanding and stellar film but i also think that ten years ago maybe even five but probably yeah maybe five but definitely ten years ago i would have said yes that was a fun movie but i would have serious yeah and probably more middle ground
5238.171,5239.212," Yeah, probably."
5239.652,5242.094,"Yeah, because we have an idea of what we're supposed to be."
5243.315,5250.181,"And then you realize, and I think this is a good thing about the internet in general, is you realize there are so many opinions out there."
5251.362,5254.665,Supposed to doesn't really mean much anymore.
5255.286,5257.367,And so just be what you are.
5259.449,5262.312," I think that's – I don't mean to say like, hey, kids, be what you are."
5262.753,5265.997,"But just for me, that is kind of what has come about."
5266.037,5275.107,"I mean as I said, I wrote a blog recently about this feeling like being a fraud because I'm not this thing and trying desperately to reject this notion of"
5275.848,5282.933," trying to be what I think a critic, like this image of a critic, as opposed to, well, what's the critic I'm going to be?"
5283.813,5284.354,Who's that?
5284.894,5297.002,"And I think doing, to go back to what we were talking about earlier, on a personal level, this podcast has really helped to shape what I want to be as a critic and what we want this show to be, of course."
5297.562,5298.523,"And so, yeah."
5299.023,5299.824," Well, you know what I want to be?"
5300.084,5300.324,What's that?
5300.624,5301.785,"At home asleep, because I'm sick."
5301.925,5302.265,Fair enough.
5302.446,5303.726,So let's wrap this up.
5304.327,5308.25,"I do want to end on one schmaltzy, super sappy note."
5308.71,5309.09,All right.
5309.25,5315.555,"Back on episode of Fifty-Two, if you'll recall, we were just about, it was our, obviously that's a one-year anniversary."
5315.875,5316.335,Sure was.
5316.355,5324.161,"And we were just about ready to wrap up, and then you interjected to say something really nice about me, about how you didn't want, you wouldn't have wanted to do the podcast without me."
5324.601,5326.502,"And it's, I know it's been... Did I say that?"
5326.743,5326.903,Yeah.
5327.523,5330.644," It's been like four years since that, but it really stuck with me."
5330.724,5344.827,"So I wanted to say that not only do I echo that sentiment, that there's no one else I'd want to do this podcast with, I also want to add that if I had started doing this podcast with someone else, I wouldn't still be doing it now."
5345.367,5349.568,The only person I want to do this podcast with for five years and for five years to come is you.
5350.649,5351.089,"Thank you, David."
5351.109,5351.769,That's very nice of you.
5352.034,5355.178, So you can find us at battleshipretention.com or on iTunes.
5355.558,5359.703,You can email us at davidbattleshipretention.com or tylerbattleshipretention.com.
5360.535,5371.761," You can follow me on Twitter at twitter.com slash ThePretension and follow Tyler on Twitter at twitter.com slash MoreLessons, which is the official Twitter of his other podcast, More Than One Lesson, which you can find at morethanonelesson.com or on iTunes."
5372.622,5379.025,"And you can find my other podcast, the Weekly Television Review Show, previously on it, previouslyonshow.com or in iTunes."
5379.385,5383.768,"By the way, over at battleshippretension.com, there's always new reviews of theatrical"
5384.528,5413.961, releases and of dvd and blu-ray releases and some other features going up um all this year this this week this week that you will there will be reviews no this this coming week by the way is what i'm saying oh there will be reviews of um in fact stephen spielberg's war horse that review is probably up by the time you're listening to this and also um i might mispronounce this but ascar ferrari's a separation there'll be a review of that uh spoiler alert it's one of the movies of the year you should definitely be checking out a separation if it comes to your town
5415.182,5418.466," So, that's what's going on at BattleshipProtension.com."
5418.526,5420.869,Thank you so much for listening for two hundred and forty-nine weeks.
5421.57,5423.112,And you won't want to miss next week either.
5423.372,5423.833,It'll be fun.
5424.333,5425.054,"So, thank you."
5425.535,5427.137,Thank you for listening and we'll get you next time.
5427.377,5427.537,Bye.
5427.717,5427.858,Bye.
